StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Employment,TotalIncome,Race,Education,Age_1,Gender,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,KeepResponse,PID
8/16/2022 22:32,8/16/2022 22:33,IP Address,100,64,TRUE,8/16/2022 22:33,R_2P0YM0TBD4GFN4d,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,38,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,Yes,Yes,"Yes, use the responses.",6296ecaf7ea72c4951583ffd
8/16/2022 22:32,8/16/2022 22:33,IP Address,100,72,TRUE,8/16/2022 22:33,R_Z3MN1N5G1sKsKcx,,,,,anonymous,EN,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Some college but no degree,19,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",62e9fe48e9b442ef52683712
8/16/2022 22:31,8/16/2022 22:34,IP Address,100,159,TRUE,8/16/2022 22:34,R_2vc8v5OFLYHb8rT,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",36,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",5a81a9f0ae9a0b0001a9c63a
8/16/2022 22:32,8/16/2022 22:34,IP Address,100,71,TRUE,8/16/2022 22:34,R_bxeoxOrJmV4KQoN,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,37,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",6088bc5adc8f746ca79ceb21
8/16/2022 22:33,8/16/2022 22:34,IP Address,100,55,TRUE,8/16/2022 22:34,R_3qaOaWku7L0Mnd7,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,34,Female,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",5c9c3ae2d40ce20014233de6
8/16/2022 22:34,8/16/2022 22:35,IP Address,100,46,TRUE,8/16/2022 22:35,R_3PBvnsXUv9xteg9,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999","Asian American or Asian,African American or African (Non-Hispanic)",Bachelor degree,27,Male,,,,,No,"Yes, use the responses.",59a2f6d14d25e800012fcbde
8/16/2022 22:35,8/16/2022 22:36,IP Address,100,86,TRUE,8/16/2022 22:36,R_27e7J5JhEDm0pdt,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,40,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",6298dd311a003b986813851b
8/16/2022 22:14,8/16/2022 22:36,IP Address,100,1324,TRUE,8/16/2022 22:36,R_yTTlQIMc4cn7NJv,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,32,Female,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,3500,Not Sure,Yes,"Yes, use the responses.",5b9c677896241800011296f2
8/16/2022 22:35,8/16/2022 22:37,IP Address,100,109,TRUE,8/16/2022 22:37,R_2X6uhoCGSPH7zaU,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,37,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",60ceabebfb2158a7026cd426
8/16/2022 22:36,8/16/2022 22:37,IP Address,100,61,TRUE,8/16/2022 22:37,R_3efVThSA4NAB54e,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Bachelor degree,26,Male,Someone selling fraudulent goods or services,No,,No,No,"Yes, use the responses.",62b091722350e1bcc3d73528
8/16/2022 22:36,8/16/2022 22:37,IP Address,100,85,TRUE,8/16/2022 22:37,R_1I5XODNGHHdhuSE,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,43,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,Yes,No,"Yes, use the responses.",614e1599db14d8f3a5c1486a
8/16/2022 22:38,8/16/2022 22:39,IP Address,100,89,TRUE,8/16/2022 22:39,R_28Mbbkd4bTBh4we,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,31,Male,"Someone selling fraudulent goods or services,Other",No,,No,Yes,"Yes, use the responses.",62e99581e7c2c668d3969499
8/16/2022 22:38,8/16/2022 22:39,IP Address,100,95,TRUE,8/16/2022 22:39,R_1jfczg4lTWZ1WyK,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,46,Male,Someone claiming to be from the IRS (but wasn't),No,,No,No,"Yes, use the responses.",60da85dbae74ca4d3619b17c
8/16/2022 22:39,8/16/2022 22:40,IP Address,100,76,TRUE,8/16/2022 22:40,R_2wvHFd8oFH0oCZ8,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,32,Other,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,"Yes, use the responses.",5dbd796ee8add82bd3ef7878
8/16/2022 22:39,8/16/2022 22:40,IP Address,100,61,TRUE,8/16/2022 22:40,R_1llzldJDHNCOLM0,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",33,Male,Other,No,,No,No,"Yes, use the responses.",62964d27c2b2866faa677493
8/16/2022 22:42,8/16/2022 22:43,IP Address,100,98,TRUE,8/16/2022 22:43,R_pQs64mEMurj701H,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",33,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",5f32e865bd94490a64d9c9f5
8/16/2022 22:41,8/16/2022 22:43,IP Address,100,139,TRUE,8/16/2022 22:43,R_xgfqbRhfTXhKzmx,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,28,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5f49f3262a3d07563d14a7f1
8/16/2022 22:42,8/16/2022 22:43,IP Address,100,72,TRUE,8/16/2022 22:43,R_12onX98E02EvP1a,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,28,Male,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,"Yes, use the responses.",5d812a70a723e0001a683dac
8/16/2022 22:41,8/16/2022 22:44,IP Address,100,190,TRUE,8/16/2022 22:44,R_3GcRyFFvfWP9RYF,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,31,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",62ce6179fe6f8ec7e399cea0
8/16/2022 22:42,8/16/2022 22:45,IP Address,100,144,TRUE,8/16/2022 22:45,R_30336utAOC2HS8l,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999","White or Caucasian (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander","High school degree or equivalent (e.g., GED)",37,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,Not Sure,No,"Yes, use the responses.",60c2dde65a63ca7ad434f658
8/16/2022 22:44,8/16/2022 22:45,IP Address,100,52,TRUE,8/16/2022 22:45,R_2V7ONWjWbxloxEW,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,32,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",5fd4125ed9973916d62d9958
8/16/2022 22:44,8/16/2022 22:46,IP Address,100,124,TRUE,8/16/2022 22:46,R_Z3LrCdXz82X5fTH,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,45,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,"Yes, use the responses.",62c0e760fe5cc4964a774900
8/16/2022 22:49,8/16/2022 22:50,IP Address,100,73,TRUE,8/16/2022 22:50,R_2pSLP7UXS0700e4,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,18,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",62d443da2c78795e6380f328
8/16/2022 22:50,8/16/2022 22:51,IP Address,100,48,TRUE,8/16/2022 22:51,R_3kGn8f8zNkxvzfg,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,30,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,"Yes, use the responses.",5a69629c35f26b0001499826
8/16/2022 22:52,8/16/2022 22:53,IP Address,100,74,TRUE,8/16/2022 22:53,R_1CCQwjyVgzbJD2D,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,33,Male,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",5b3c65b1cf5e6a00018375fb
8/16/2022 22:54,8/16/2022 22:56,IP Address,100,128,TRUE,8/16/2022 22:56,R_3MfyJdIimxHgtIR,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",30,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",5dad4c34b3446a0015e3de93
8/16/2022 22:53,8/16/2022 22:56,IP Address,100,190,TRUE,8/16/2022 22:56,R_tJLcmMYJ7IVz8Sl,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$80,000 - $99,999",African American or African (Non-Hispanic),Some college but no degree,26,Male,Other,No,,No,Yes,"Yes, use the responses.",61195f4b6e1995cd27588249
8/16/2022 22:55,8/16/2022 22:56,IP Address,100,89,TRUE,8/16/2022 22:56,R_3MssI9C7Ix3TFKU,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999","White or Caucasian (Non-Hispanic),Hispanic",Bachelor degree,30,Other,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,"Yes, use the responses.",610cd5f2b38b2d1bffe55477
8/16/2022 22:56,8/16/2022 22:57,IP Address,100,67,TRUE,8/16/2022 22:57,R_BXrwOVOyG9FnKPT,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,36,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,"Yes, use the responses.",600311bfedefe536b70dbca0
8/16/2022 22:57,8/16/2022 22:58,IP Address,100,49,TRUE,8/16/2022 22:58,R_1mPIBAS2tAKTWHH,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",20,Male,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,Yes,"Yes, use the responses.",629753864174e42d30576cf8
8/16/2022 22:57,8/16/2022 22:58,IP Address,100,80,TRUE,8/16/2022 22:58,R_cZO59zhRIqLGwWl,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,24,Male,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,"Yes, use the responses.",615b2716e0b4b77a886bdf23
8/16/2022 22:58,8/16/2022 22:59,IP Address,100,76,TRUE,8/16/2022 22:59,R_4GRt14e4EWPZwsN,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Hispanic,Some college but no degree,35,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",62c35e9517e15b36b957a678
8/16/2022 23:00,8/16/2022 23:02,IP Address,100,115,TRUE,8/16/2022 23:02,R_2Ui77j4MOBOv306,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,46,Male,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,"Yes, use the responses.",616cf9ae07c1c6bd05d95beb
8/16/2022 23:02,8/16/2022 23:03,IP Address,100,89,TRUE,8/16/2022 23:03,R_1dHb8RBy2PczcYD,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,31,Male,Other,No,,No,Yes,"Yes, use the responses.",62a0bb5765e6ebd99b2ebe61
8/16/2022 23:03,8/16/2022 23:04,IP Address,100,50,TRUE,8/16/2022 23:04,R_2BarT6qd91KuNJi,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",Hispanic,Associate degree,22,Male,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,"Yes, use the responses.",6091ebb375f9f6e9e1acaef8
8/16/2022 23:04,8/16/2022 23:05,IP Address,100,92,TRUE,8/16/2022 23:05,R_2SGGo2AQYxKnAmd,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,34,Male,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,125,Yes,No,"Yes, use the responses.",5f985a6faf071810974a32f8
